id,meal_id,food_name,servings,nutrition_info
168,78,Gordita Crunch,1,"{""fats"": 28, ""carbs"": 41, ""calories"": 490, ""proteins"": 20}"
169,78,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
170,78,LG Baja Blast,1,"{""fats"": 0, ""carbs"": 111, ""calories"": 420, ""proteins"": 0}"
171,79,Protein Powder,4,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
172,81,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
173,81,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
174,81,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
175,82,Pork Bacon,1,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
176,82,Sausage Links,2,"{""fats"": 13, ""carbs"": 2, ""calories"": 170, ""proteins"": 10}"
177,82,Rice,2,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
178,82,Spicy Garlic,2,"{""fats"": 6, ""carbs"": 3, ""calories"": 70, ""proteins"": 1}"
179,82,Eggs,2,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
180,83,Wendys Small Coke,1,"{""fats"": 0, ""carbs"": 66, ""calories"": 240, ""proteins"": 0}"
181,83,Dave Double,1,"{""fats"": 57, ""carbs"": 39, ""calories"": 888, ""proteins"": 54}"
182,83,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
183,83,Ice Cream Sandwich,1,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
184,85,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
185,85,Pork Bacon,4,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
186,85,Eggs,2,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
187,86,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
188,87,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
189,87,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
190,88,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
191,88,Rice Krispie,2,"{""fats"": 2, ""carbs"": 17, ""calories"": 90, ""proteins"": 0}"
192,89,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
193,89,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
194,89,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
195,90,Ice Cream Sandwich,1,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
196,90,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
197,90,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
198,91,Wendys Jr Fries,3,"{""fats"": 9, ""carbs"": 28, ""calories"": 210, ""proteins"": 3}"
199,91,Super Big Boy,1,"{""fats"": 84, ""carbs"": 35, ""calories"": 1190, ""proteins"": 63}"
200,93,Eggs,3,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
201,93,Sausage Links,2,"{""fats"": 13, ""carbs"": 2, ""calories"": 170, ""proteins"": 10}"
202,93,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
203,94,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
204,95,Starbucks White Mocha,1,"{""fats"": 3, ""carbs"": 31, ""calories"": 210, ""proteins"": 9}"
205,95,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
206,96,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
207,96,Rice Krispie,1,"{""fats"": 2, ""carbs"": 17, ""calories"": 90, ""proteins"": 0}"
208,96,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
209,97,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
210,97,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
211,97,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
212,98,Ice Cream Sandwich,2,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
213,98,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
214,98,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
215,99,Pork Chop,2,"{""fats"": 12, ""carbs"": 0, ""calories"": 210, ""proteins"": 23}"
216,99,Stuffed Mushrooms,4,"{""fats"": 7, ""carbs"": 1, ""calories"": 100, ""proteins"": 7}"
217,99,Pop Tart,1,"{""fats"": 9, ""carbs"": 74, ""calories"": 390, ""proteins"": 3}"
218,100,Rice,3,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
219,100,Spicy Garlic,2,"{""fats"": 6, ""carbs"": 3, ""calories"": 70, ""proteins"": 1}"
220,100,Rice Krispie,2,"{""fats"": 2, ""carbs"": 17, ""calories"": 90, ""proteins"": 0}"
221,100,Grilled Chicken,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 110, ""proteins"": 18}"
222,101,Cereal Bar,1,"{""fats"": 3, ""carbs"": 24, ""calories"": 130, ""proteins"": 1}"
223,101,Eggs,3,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
224,101,Pork Bacon,4,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
225,101,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
226,102,Hot Dog,2,"{""fats"": 12, ""carbs"": 1, ""calories"": 140, ""proteins"": 5}"
227,102,Hot Dog Bun,2,"{""fats"": 1, ""carbs"": 23, ""calories"": 130, ""proteins"": 4}"
228,102,Chips 1oz,1,"{""fats"": 10, ""carbs"": 15, ""calories"": 160, ""proteins"": 2}"
229,103,Pizza Slice,2,"{""fats"": 10, ""carbs"": 42, ""calories"": 330, ""proteins"": 19}"
230,103,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
231,104,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
232,105,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
233,105,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
234,105,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
235,106,Ice Cream Sandwich,2,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
236,106,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
237,106,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
238,107,Pork Chop,3,"{""fats"": 12, ""carbs"": 0, ""calories"": 210, ""proteins"": 23}"
239,107,Stuffed Mushrooms,3,"{""fats"": 7, ""carbs"": 1, ""calories"": 100, ""proteins"": 7}"
240,107,Pop Tart,1,"{""fats"": 9, ""carbs"": 74, ""calories"": 390, ""proteins"": 3}"
241,108,Tortilla,1,"{""fats"": 4, ""carbs"": 35, ""calories"": 210, ""proteins"": 6}"
242,108,Grilled Chicken,1,"{""fats"": 2, ""carbs"": 3, ""calories"": 110, ""proteins"": 18}"
243,109,Eggs,3,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
244,109,Pork Bacon,4,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
245,109,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
246,110,LG Baja Blast,1,"{""fats"": 0, ""carbs"": 111, ""calories"": 420, ""proteins"": 0}"
247,110,Gordita Crunch,1,"{""fats"": 28, ""carbs"": 41, ""calories"": 490, ""proteins"": 20}"
248,111,Ice Cream Sandwich,1,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
249,111,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
250,111,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
251,112,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
252,113,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
253,113,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
254,113,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
255,114,Ice Cream,3,"{""fats"": 9, ""carbs"": 23, ""calories"": 180, ""proteins"": 3}"
256,114,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
257,114,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
258,115,Potato Salad,2,"{""fats"": 13, ""carbs"": 25, ""calories"": 230, ""proteins"": 5}"
259,115,Grilled Chicken,1,"{""fats"": 2, ""carbs"": 3, ""calories"": 110, ""proteins"": 18}"
260,115,Tortilla,1,"{""fats"": 4, ""carbs"": 35, ""calories"": 210, ""proteins"": 6}"
261,116,Rice,2,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
262,116,Spicy Garlic,2,"{""fats"": 6, ""carbs"": 3, ""calories"": 70, ""proteins"": 1}"
263,116,Fruit Snacks,2,"{""fats"": 0, ""carbs"": 17, ""calories"": 70, ""proteins"": 1}"
264,116,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
265,116,Pop Tart,1,"{""fats"": 9, ""carbs"": 74, ""calories"": 390, ""proteins"": 3}"
266,117,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
267,117,Sausage Links,2,"{""fats"": 13, ""carbs"": 2, ""calories"": 170, ""proteins"": 10}"
268,117,Eggs,2,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
269,118,Dinner Roll,2,"{""fats"": 0, ""carbs"": 50, ""calories"": 200, ""proteins"": 0}"
270,118,Ceaser Salad,1,"{""fats"": 39, ""carbs"": 11, ""calories"": 420, ""proteins"": 8}"
271,118,Loaded Mashed Potatoes,1,"{""fats"": 55, ""carbs"": 39, ""calories"": 370, ""proteins"": 16}"
272,118,Half Slab Ribs,1,"{""fats"": 63, ""carbs"": 9, ""calories"": 900, ""proteins"": 72}"
273,119,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
274,120,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
275,121,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
276,121,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
277,121,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
278,122,Ice Cream Sandwich,2,"{""fats"": 5, ""carbs"": 26, ""calories"": 160, ""proteins"": 2}"
279,122,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
280,122,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
281,123,Ground Chuck 4oz,1,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
282,123,Cooked Pasta 140g,2,"{""fats"": 1, ""carbs"": 43, ""calories"": 220, ""proteins"": 8}"
283,124,Rice,2,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
284,124,Grilled Chicken 3oz,1,"{""fats"": 2, ""carbs"": 3, ""calories"": 110, ""proteins"": 18}"
285,124,Spicy Garlic,1,"{""fats"": 6, ""carbs"": 3, ""calories"": 70, ""proteins"": 1}"
286,124,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
287,124,Rice Krispie,2,"{""fats"": 2, ""carbs"": 17, ""calories"": 90, ""proteins"": 0}"
288,125,Pork Bacon,4,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
289,125,Eggs,2,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
290,125,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
291,126,Ground Chuck 4oz,1,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
292,126,Cooked Pasta 140g,1,"{""fats"": 1, ""carbs"": 43, ""calories"": 220, ""proteins"": 8}"
293,127,Rice,2,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
294,127,Ground Chuck 4oz,1,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
295,127,Spicy Garlic,1,"{""fats"": 6, ""carbs"": 3, ""calories"": 70, ""proteins"": 1}"
296,127,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
297,128,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
298,128,Rice Krispie,2,"{""fats"": 2, ""carbs"": 17, ""calories"": 90, ""proteins"": 0}"
299,129,Chewy Bar,2,"{""fats"": 3, ""carbs"": 18, ""calories"": 100, ""proteins"": 1}"
300,129,Oatmeal,3,"{""fats"": 3, ""carbs"": 32, ""calories"": 160, ""proteins"": 9}"
301,129,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
302,130,Ice Cream,3,"{""fats"": 9, ""carbs"": 23, ""calories"": 180, ""proteins"": 3}"
303,130,Gatorade Powder,2,"{""fats"": 0, ""carbs"": 22, ""calories"": 80, ""proteins"": 0}"
304,130,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
305,131,Cooked Pasta 140g,2,"{""fats"": 1, ""carbs"": 43, ""calories"": 220, ""proteins"": 8}"
306,131,Ground Chuck 4oz,1,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
307,132,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
308,132,LG Baja Blast,1,"{""fats"": 0, ""carbs"": 111, ""calories"": 420, ""proteins"": 0}"
309,132,Potato Salad,1,"{""fats"": 13, ""carbs"": 25, ""calories"": 230, ""proteins"": 5}"
310,132,Hot Dog,1,"{""fats"": 12, ""carbs"": 1, ""calories"": 140, ""proteins"": 5}"
311,132,Hot Dog Bun,1,"{""fats"": 1, ""carbs"": 23, ""calories"": 130, ""proteins"": 4}"
312,133,Pork Bacon,2,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
313,133,Eggs,3,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
314,133,Ramen,1,"{""fats"": 14, ""carbs"": 54, ""calories"": 370, ""proteins"": 8}"
315,134,Cooked Pasta 140g,1,"{""fats"": 1, ""carbs"": 43, ""calories"": 220, ""proteins"": 8}"
316,134,Ground Chuck 4oz,1,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
317,135,Grilled Chicken 3oz,1,"{""fats"": 2, ""carbs"": 3, ""calories"": 110, ""proteins"": 18}"
318,135,Rice,2,"{""fats"": 1, ""carbs"": 45, ""calories"": 206, ""proteins"": 4}"
319,136,Pop Tart,1,"{""fats"": 9, ""carbs"": 74, ""calories"": 390, ""proteins"": 3}"
320,136,Protein Powder,4,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
321,143,Steak Ques.,1,"{""fats"": 27, ""carbs"": 42, ""calories"": 520, ""proteins"": 26}"
322,143,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
323,144,Protein Powder,2,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
324,145,Pork Bacon,4,"{""fats"": 7, ""carbs"": 0, ""calories"": 90, ""proteins"": 7}"
325,145,Eggs,2,"{""fats"": 5, ""carbs"": 0, ""calories"": 70, ""proteins"": 6}"
326,145,Dinner Roll,2,"{""fats"": 0, ""carbs"": 50, ""calories"": 200, ""proteins"": 0}"
327,146,Cooked Pasta 140g,1.0,"{""fats"": 1, ""carbs"": 43, ""calories"": 220, ""proteins"": 8}"
328,146,Ground Chuck 4oz,1.0,"{""fats"": 20, ""carbs"": 0, ""calories"": 308, ""proteins"": 31}"
329,147,Dinner Roll,2.0,"{""fats"": 0, ""carbs"": 50, ""calories"": 200, ""proteins"": 0}"
330,147,Protein Powder,2.0,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
331,148,Dinner Roll,2.0,"{""fats"": 0, ""carbs"": 50, ""calories"": 200, ""proteins"": 0}"
332,148,Protein Powder,2.0,"{""fats"": 2, ""carbs"": 3, ""calories"": 120, ""proteins"": 24}"
